org_id_1,org_id_2,name,relationship
GB-SC-SC038351,GB-COH-SC319260,ART IN HOSPITAL,scottish charity company number
GB-SC-SC038352,GB-COH-SC324702,FRASERBURGH COMMUNITY WEB,scottish charity company number
GB-SC-SC038360,GB-COH-SC314596,EDINBURGH ART FESTIVAL,scottish charity company number
GB-SC-SC038372,GB-COH-SC297650,LOCHABER GEOPARK ASSOCIATION,scottish charity company number
GB-SC-SC038383,GB-COH-SC324219,3TFM COMMUNITY RADIO FOR HEALTH,scottish charity company number
GB-SC-SC038384,GB-COH-11029005,WORLD HORSE WELFARE,scottish charity company number
GB-SC-SC038415,GB-COH-01863614,ASTHMA AND LUNG UK,scottish charity company number
GB-SC-SC038454,GB-COH-04392418,NATIONAL CENTRE FOR SOCIAL RESEARCH,scottish charity company number
GB-SC-SC038459,GB-COH-SC290368,GLENS OF FOUDLAND WIND FARM COMMUNITY TRUST,scottish charity company number
GB-SC-SC038461,GB-COH-SC306620,RANGERS FORMER PLAYERS BENEVOLENT CLUB,scottish charity company number
GB-SC-SC038467,GB-COH-02803321,CANCERBACKUP,scottish charity company number
GB-SC-SC038470,GB-COH-SC300300,GALLOWAY NATURE AND HERITAGE TRUST,scottish charity company number
GB-SC-SC038493,GB-COH-01055041,L'ARCHE,scottish charity company number
GB-SC-SC038494,GB-COH-04472212,PEACE CHILD INTERNATIONAL,scottish charity company number
GB-SC-SC038497,GB-COH-03482910,CARE FOR THE FAMILY,scottish charity company number
GB-SC-SC038504,GB-COH-SC327607,LAMBHILL STABLES,scottish charity company number
GB-SC-SC038505,GB-COH-00509811,"VARIETY, THE CHILDREN'S CHARITY",scottish charity company number
GB-SC-SC038548,GB-COH-SC320075,Y SORT-IT,scottish charity company number
GB-SC-SC038583,GB-COH-SC312596,INVERCLYDE CARERS CENTRE,scottish charity company number
GB-SC-SC038584,GB-COH-SC329031,RIVER CLYDE HOMES,scottish charity company number
GB-SC-SC038589,GB-COH-SC329238,AUCHMOUNTAIN COMMUNITY RESOURCE CENTRE,scottish charity company number
GB-SC-SC038596,GB-COH-SC305425,COMRIE DEVELOPMENT TRUST,scottish charity company number
GB-SC-SC038598,GB-COH-02839815,THE UNIVERSITIES AND COLLEGES ADMISSIONS SERVICE,scottish charity company number
GB-SC-SC038606,GB-COH-SC329382,RENTON COMMUNITY DEVELOPMENT TRUST LIMITED,scottish charity company number
GB-SC-SC038615,GB-COH-06767140,SHRI RAM CHANDRA MISSION UK,scottish charity company number
GB-SC-SC038616,GB-COH-SC313776,FAULDHOUSE AND BREICH VALLEY COMMUNITY DEVELOPMENT TRUST LTD,scottish charity company number
GB-SC-SC038618,GB-COH-07286399,THE CIVIL SERVICE BENEVOLENT FUND,scottish charity company number
GB-SC-SC038623,GB-COH-10471484,CLASSROOMS IN THE CLOUDS,scottish charity company number
GB-SC-SC038640,GB-COH-SC318618,GLASGOW CITY HERITAGE TRUST,scottish charity company number
GB-SC-SC038649,GB-COH-02876150,PLACE2BE,scottish charity company number
GB-SC-SC038671,GB-COH-06195282,HUMAN RELIEF FOUNDATION,scottish charity company number
GB-SC-SC038675,GB-COH-08553976,BOTANICAL SOCIETY OF BRITAIN AND IRELAND,scottish charity company number
GB-SC-SC038678,GB-COH-SC330279,THE BULLWOOD PROJECT,scottish charity company number
GB-SC-SC038680,GB-COH-07274491,THE GREATER WORLD CHRISTIAN SPIRITUALIST ASSOCIATION,scottish charity company number
GB-SC-SC038683,GB-COH-SC297368,RELATIONSHIPS SCOTLAND,scottish charity company number
GB-SC-SC038695,GB-COH-SC318083,CARERS OF WEST DUNBARTONSHIRE LIMITED,scottish charity company number
GB-SC-SC038717,GB-COH-SC391627,MINNIGAFF COMMUNITY NURSERY,scottish charity company number
GB-SC-SC038729,GB-COH-SC328053,PLUTOT LA VIE,scottish charity company number
GB-SC-SC038735,GB-COH-SC330748,PEARTREE IT,scottish charity company number
GB-SC-SC038739,GB-COH-SC318669,EDINBURGH PALETTE,scottish charity company number
GB-SC-SC038742,GB-COH-SC330751,LAMH RECYCLE LIMITED,scottish charity company number
GB-SC-SC038749,GB-COH-SC329625,INTERNATIONAL FUTURES FORUM,scottish charity company number
GB-SC-SC038770,GB-COH-SC331738,THE PRINCE'S FOUNDATION,scottish charity company number
GB-SC-SC038772,GB-COH-SC309745,THE GLASGOW WOOD RECYCLING PROJECT,scottish charity company number
GB-SC-SC038775,GB-COH-05973987,NEWSTRAID BENEVOLENT FUND,scottish charity company number
GB-SC-SC038776,GB-COH-04655175,CHRISTIANS AGAINST POVERTY,scottish charity company number
GB-SC-SC038803,GB-COH-02814206,BRATHAY TRUST,scottish charity company number
GB-SC-SC038805,GB-COH-03884685,THE ASSOCIATION OF GRADUATE CAREERS ADVISORY SERVICES,scottish charity company number
GB-SC-SC038810,GB-COH-SC326073,KADAMPA MEDITATION CENTRE EDINBURGH LTD,scottish charity company number
GB-SC-SC038811,GB-COH-02726030,THE ELECTRICAL INDUSTRIES CHARITY LIMITED,scottish charity company number
GB-SC-SC038812,GB-COH-SC331092,DRUMSAGARD TRUST,scottish charity company number
GB-SC-SC038815,GB-COH-SC321863,ABERFELDY DRAMA CLUB,scottish charity company number
GB-SC-SC038819,GB-COH-SC330936,INVERCLYDE ADVICE & EMPLOYMENT RIGHTS CENTRE,scottish charity company number
GB-SC-SC038822,GB-COH-SC389404,INNERLEITHEN COMMUNITY TRUST,scottish charity company number
GB-SC-SC038828,GB-COH-00256353,COMBAT STRESS,scottish charity company number
GB-SC-SC038836,GB-COH-SC331537,LIBER8 (LANARKSHIRE) LIMITED,scottish charity company number
GB-SC-SC038851,GB-COH-SC327751,CEIS AYRSHIRE,scottish charity company number
GB-SC-SC038852,GB-COH-SC332775,KILLIN AND ARDEONAIG COMMUNITY DEVELOPMENT TRUST LIMITED,scottish charity company number
GB-SC-SC038858,GB-COH-SC332951,THE ENTREPRENEURIAL SCOTLAND FOUNDATION,scottish charity company number
GB-SC-SC038860,GB-COH-02883771,THE CHRISTIAN TRUST,scottish charity company number
GB-SC-SC038863,GB-COH-05294321,THE BRITISH POLIO FELLOWSHIP,scottish charity company number
GB-SC-SC038864,GB-COH-03138683,MUSIC IN HOSPITALS AND CARE,scottish charity company number
GB-SC-SC038865,GB-COH-01774738,KEY ENTERPRISES (1983) LIMITED,scottish charity company number
GB-SC-SC038868,GB-COH-05579632,GAME AND WILDLIFE CONSERVATION TRUST,scottish charity company number
GB-SC-SC038869,GB-COH-SC357204,KINCARDINE AND MEARNS CITIZENS ADVICE BUREAU,scottish charity company number
GB-SC-SC038870,GB-COH-SC332979,SPORTS DRIVING,scottish charity company number
GB-SC-SC038882,GB-COH-SC329836,ST FILLANS COMMUNITY TRUST LIMITED,scottish charity company number
GB-SC-SC038884,GB-COH-04974643,STREET LEAGUE,scottish charity company number
GB-SC-SC038887,GB-COH-02701445,REMAR ASSOCIATION (UK),scottish charity company number
GB-SC-SC038888,GB-COH-SC271553,STRONSAY DEVELOPMENT TRUST,scottish charity company number
GB-SC-SC038890,GB-COH-02485660,THE LEARNING THROUGH LANDSCAPES TRUST,scottish charity company number
GB-SC-SC038908,GB-COH-SC333208,KILFINAN COMMUNITY FOREST COMPANY,scottish charity company number
GB-SC-SC038909,GB-COH-SC306586,THE ISLAND OF HOY DEVELOPMENT TRUST,scottish charity company number
GB-SC-SC038910,GB-COH-05311186,PETS AS THERAPY,scottish charity company number
GB-SC-SC038971,GB-COH-03870883,INSTITUTE OF FUNDRAISING,scottish charity company number
GB-SC-SC038980,GB-COH-SC325854,MEARNS AND COASTAL HEALTHY LIVING NETWORK,scottish charity company number
GB-SC-SC039008,GB-COH-01626869,PHOENIX HOUSE,scottish charity company number
GB-SC-SC039016,GB-COH-03439305,ASSOCIATION OF MARINE ELECTRONIC & RADIO COLLEGES LIMITED,scottish charity company number
GB-SC-SC039030,GB-COH-03974594,IHSGB LIMITED,scottish charity company number
GB-SC-SC039039,GB-COH-02823181,LANTRA,scottish charity company number
GB-SC-SC039042,GB-COH-00612172,OXFAM,scottish charity company number
GB-SC-SC039049,GB-COH-06297479,THE CIVIL SERVICE RETIREMENT FELLOWSHIP,scottish charity company number
GB-SC-SC039050,GB-COH-02516146,CANINE PARTNERS FOR INDEPENDENCE,scottish charity company number
GB-SC-SC039052,GB-COH-02779751,THE ADOLESCENT AND CHILDREN'S TRUST,scottish charity company number
GB-SC-SC039058,GB-COH-02848982,BREAKTHROUGH BREAST CANCER,scottish charity company number
GB-SC-SC039066,GB-COH-07461134,ASSOCIATION OF CHARITY INDEPENDENT EXAMINERS,scottish charity company number
GB-SC-SC039095,GB-COH-SC327507,TRAILL HALL COMMUNITY TRUST,scottish charity company number
GB-SC-SC039107,GB-COH-03437446,MISSION AVIATION FELLOWSHIP UK,scottish charity company number
GB-SC-SC039117,GB-COH-00703509,VOLUNTARY SERVICE OVERSEAS,scottish charity company number
GB-SC-SC039119,GB-COH-SC312903,SISTEMA SCOTLAND,scottish charity company number
GB-SC-SC039133,GB-COH-SC340267,EQUAL ADVENTURE,scottish charity company number
GB-SC-SC039135,GB-COH-SC334732,FULL CIRCLE FOUNDATION,scottish charity company number
GB-SC-SC039137,GB-COH-03666739,THE BRAINWAVE CENTRE LIMITED,scottish charity company number
GB-SC-SC039156,GB-COH-SC335011,COMMUNITY LAW ADVICE NETWORK,scottish charity company number
GB-SC-SC039159,GB-COH-SC399876,KIRRIEMUIR HERITAGE TRUST,scottish charity company number
GB-SC-SC039170,GB-COH-03036802,AFASIC,scottish charity company number
GB-SC-SC039171,GB-COH-01435877,VOLUNTEERING MATTERS,scottish charity company number
GB-SC-SC039172,GB-COH-05382181,HOME-START UK,scottish charity company number
GB-SC-SC039173,GB-COH-00246919,GOODENOUGH COLLEGE,scottish charity company number
GB-SC-SC039189,GB-COH-07974609,ABF THE SOLDIERS' CHARITY,scottish charity company number
GB-SC-SC039201,GB-COH-SC320350,NATIONAL NAVIGATION AWARD SCHEME,scottish charity company number
GB-SC-SC039207,GB-COH-05108466,LEUKAEMIA CARE SOCIETY LIMITED,scottish charity company number
GB-SC-SC039209,GB-COH-00793583,NETHERHALL EDUCATIONAL ASSOCIATION,scottish charity company number
GB-SC-SC039220,GB-COH-02634440,THE CHRISTIAN INSTITUTE,scottish charity company number
GB-SC-SC039230,GB-COH-04978912,UK BIOBANK LIMITED,scottish charity company number
GB-SC-SC039237,GB-COH-05713403,ATTEND,scottish charity company number
GB-SC-SC039239,GB-COH-02806910,WORKERS' EDUCATIONAL ASSOCIATION,scottish charity company number
GB-SC-SC039244,GB-COH-05743962,THE SOCIETY FOR THE PROTECTION OF ANCIENT BUILDINGS,scottish charity company number
GB-SC-SC039246,GB-COH-SC336886,TAILOR ED FOUNDATION,scottish charity company number
GB-SC-SC039247,GB-COH-01847860,WOODEN SPOON SOCIETY,scottish charity company number
GB-SC-SC039249,GB-COH-SC374934,NITHSDALE AMATEUR ROWING CLUB LIMITED,scottish charity company number
GB-SC-SC039250,GB-COH-01039582,MICROBIOLOGY SOCIETY,scottish charity company number
GB-SC-SC039255,GB-COH-04620683,NATIONAL GROCERS BENEVOLENT FUND,scottish charity company number
GB-SC-SC039256,GB-COH-03535618,RAILWAY PATHS LIMITED,scottish charity company number
GB-SC-SC039257,GB-COH-04509293,THE BRITISH ALLERGY FOUNDATION,scottish charity company number
GB-SC-SC039261,GB-COH-05736932,CVQO LTD,scottish charity company number
GB-SC-SC039262,GB-COH-03270369,FORCES EMPLOYMENT CHARITY,scottish charity company number
GB-SC-SC039263,GB-COH-01797726,SUSTRANS,scottish charity company number
GB-SC-SC039267,GB-COH-03260153,THE MOVE PARTNERSHIP,scottish charity company number
GB-SC-SC039268,GB-COH-02206468,BUTTERFLY CONSERVATION,scottish charity company number
GB-SC-SC039277,GB-COH-03738566,THE COALFIELDS REGENERATION TRUST,scottish charity company number
GB-SC-SC039280,GB-COH-03266897,TOMMY'S,scottish charity company number
GB-SC-SC039284,GB-COH-00549089,ACTION MEDICAL RESEARCH,scottish charity company number
GB-SC-SC039299,GB-COH-05772999,GENETIC ALLIANCE UK LTD,scottish charity company number
GB-SC-SC039302,GB-COH-00976410,THE CONSERVATION VOLUNTEERS,scottish charity company number
GB-SC-SC039307,GB-COH-00864097,CARERS UK,scottish charity company number
GB-SC-SC039309,GB-COH-02368495,BEAT (FORMERLY EATING DISORDERS ASSOCIATION),scottish charity company number
GB-SC-SC039319,GB-COH-SC334650,TAYMARA,scottish charity company number
GB-SC-SC039320,GB-COH-03282856,BRE TRUST,scottish charity company number
GB-SC-SC039322,GB-COH-02422401,ASTHMA UK,scottish charity company number
GB-SC-SC039328,GB-COH-SC336337,STRATHBLANE COMMUNITY DEVELOPMENT TRUST,scottish charity company number
GB-SC-SC039330,GB-COH-SC327458,BRAEBURN HOME,scottish charity company number
GB-SC-SC039332,GB-COH-02653887,PROSTATE CANCER UK,scottish charity company number
GB-SC-SC039334,GB-COH-SC337234,GREEN ROUTES STIRLING,scottish charity company number
GB-SC-SC039336,GB-COH-05201058,INSTITUTE OF CONSERVATION,scottish charity company number
GB-SC-SC039338,GB-COH-01507277,THE FOSTERING NETWORK,scottish charity company number
GB-SC-SC039339,GB-COH-01993854,CHILD POVERTY ACTION GROUP,scottish charity company number
GB-SC-SC039343,GB-COH-00265218,UFM WORLDWIDE,scottish charity company number
GB-SC-SC039364,GB-COH-01356661,GRIMSTHORPE & DRUMMOND CASTLE TRUST LIMITED,scottish charity company number
GB-SC-SC039370,GB-COH-04502783,TIME BANKS UK,scottish charity company number
GB-SC-SC039383,GB-COH-SC351218,CHILDREN IN DISTRESS,scottish charity company number
GB-SC-SC039389,GB-COH-05747404,THE MERTOUN GARDENS TRUST,scottish charity company number
GB-SC-SC039396,GB-COH-SC338675,NORTHMAVINE COMMUNITY DEVELOPMENT COMPANY,scottish charity company number
GB-SC-SC039405,GB-COH-01217770,THE INSTITUTE OF BREWING & DISTILLING,scottish charity company number
GB-SC-SC039410,GB-COH-02882729,THE WILDFOWL & WETLANDS TRUST,scottish charity company number
GB-SC-SC039411,GB-COH-00189648,BLIND VETERANS UK,scottish charity company number
GB-SC-SC039426,GB-COH-00699547,BRITISH HEART FOUNDATION,scottish charity company number
GB-SC-SC039440,GB-COH-02011023,SOCIAL FARMS AND GARDENS,scottish charity company number
GB-SC-SC039444,GB-COH-SC333575,ST. MONANS COMMUNITY TRUST,scottish charity company number
GB-SC-SC039445,GB-COH-00705357,MUSCULAR DYSTROPHY GROUP OF GREAT BRITAIN AND NORTHERN IRELAND,scottish charity company number
GB-SC-SC039447,GB-COH-SC328243,NEWLANDS COMMUNITY DEVELOPMENT TRUST,scottish charity company number
GB-SC-SC039465,GB-COH-SC340300,SEARCH FOR TRUTH CHARITABLE TRUST,scottish charity company number
GB-SC-SC039469,GB-COH-03121130,CHURCH OF GOD - UNITED KINGDOM,scottish charity company number
GB-SC-SC039479,GB-COH-01787329,WATERAID,scottish charity company number
GB-SC-SC039491,GB-COH-SC270245,CRAFT SCOTLAND,scottish charity company number
GB-SC-SC039505,GB-COH-01512339,RADIO LOLLIPOP (UK) LIMITED,scottish charity company number
GB-SC-SC039511,GB-COH-04822073,FERTILITY NETWORK UK,scottish charity company number
GB-SC-SC039512,GB-COH-01450892,DAWLIFFE HALL EDUCATIONAL FOUNDATION,scottish charity company number
GB-SC-SC039513,GB-COH-02601222,TAOIST TAI CHI SOCIETY OF GREAT BRITAIN,scottish charity company number
GB-SC-SC039514,GB-COH-SC340729,BORDERS DIRECT PAYMENT AGENCY,scottish charity company number
GB-SC-SC039516,GB-COH-SC266310,GAIRLOCH COMMUNITY CAR SCHEME,scottish charity company number
GB-SC-SC039521,GB-COH-SC340297,THE ARCHIE FOUNDATION,scottish charity company number
GB-SC-SC039522,GB-COH-SC262949,VOX MOTUS,scottish charity company number
GB-SC-SC039525,GB-COH-SC341272,THE JAMES GIBB STUART TRUST,scottish charity company number
GB-SC-SC039534,GB-COH-03139939,AMNESTY INTERNATIONAL UK SECTION CHARITABLE TRUST,scottish charity company number
GB-SC-SC039546,GB-COH-SC337763,MACROBERT ARTS CENTRE LIMITED,scottish charity company number
GB-SC-SC039556,GB-COH-02576828,SCREENSKILLS LIMITED,scottish charity company number
GB-SC-SC039557,GB-COH-04723022,BBC CHILDREN IN NEED,scottish charity company number
GB-SC-SC039578,GB-COH-00943228,SUE RYDER,scottish charity company number
GB-SC-SC039583,GB-COH-05021381,THE BRITISH PAIN SOCIETY,scottish charity company number
GB-SC-SC039587,GB-COH-SC371469,SELF DIRECTED SUPPORT SCOTLAND,scottish charity company number
GB-SC-SC039593,GB-COH-04016725,WWF-UK,scottish charity company number
GB-SC-SC039604,GB-COH-SC314208,WESTERN WILDCATS HOCKEY CLUB,scottish charity company number
GB-SC-SC039605,GB-COH-SC342436,INSPIRING SCOTLAND,scottish charity company number
GB-SC-SC039611,GB-COH-SC382945,CENTRESTAGE COMMUNITIES LTD,scottish charity company number
GB-SC-SC039613,GB-COH-00405180,OUTWARD BOUND GLOBAL,scottish charity company number
GB-SC-SC039621,GB-COH-SC339517,DUNDEE MIXED MARTIAL ARTS YOUTH AND COMMUNITY SPORTS ASSOCIATION,scottish charity company number
GB-SC-SC039624,GB-COH-SC336414,REFORM SCOTLAND,scottish charity company number
GB-SC-SC039632,GB-COH-02398586,FREEDOM FROM TORTURE,scottish charity company number
GB-SC-SC039635,GB-COH-08879288,THE ENGINEERING DEVELOPMENT TRUST,scottish charity company number
GB-SC-SC039636,GB-COH-SC317301,ARDOCH DEVELOPMENT TRUST,scottish charity company number
GB-SC-SC039637,GB-COH-SC321870,ISLE OF RUM COMMUNITY TRUST,scottish charity company number
GB-SC-SC039640,GB-COH-SC293485,SUNART COMMUNITY COMPANY,scottish charity company number
GB-SC-SC039643,GB-COH-SC339217,"STOP CLIMATE CHAOS, SCOTLAND",scottish charity company number
GB-SC-SC039644,GB-COH-SC335599,CLYDE GATEWAY URC,scottish charity company number
GB-SC-SC039645,GB-COH-06541911,OMF INTERNATIONAL (UK),scottish charity company number
GB-SC-SC039654,GB-COH-04118259,DEBRA,scottish charity company number
GB-SC-SC039671,GB-COH-02225727,COMMUNITY INTEGRATED CARE,scottish charity company number
GB-SC-SC039673,GB-COH-SC333698,COMMUNITY ENERGY SCOTLAND LIMITED,scottish charity company number
GB-SC-SC039677,GB-COH-SC344544,AVOCH HARBOUR TRUST LIMITED,scottish charity company number
GB-SC-SC039681,GB-COH-02412299,STONEWALL EQUALITY LIMITED,scottish charity company number
GB-SC-SC039683,GB-COH-02239250,ACTION AGAINST MEDICAL ACCIDENTS,scottish charity company number
GB-SC-SC039684,GB-COH-04254201,RETAIL TRUST,scottish charity company number
GB-SC-SC039693,GB-COH-00601049,THE INSTITUTE OF LEADERSHIP AND MANAGEMENT,scottish charity company number
GB-SC-SC039695,GB-COH-SC344093,IRVINE SPORTS CLUB,scottish charity company number
GB-SC-SC039699,GB-COH-SC345199,HIBERNIAN COMMUNITY FOUNDATION LIMITED,scottish charity company number
GB-SC-SC039700,GB-COH-02780643,YOUNG MINDS TRUST,scottish charity company number
GB-SC-SC039703,GB-COH-05738517,CHILD BRAIN INJURY TRUST,scottish charity company number
GB-SC-SC039704,GB-COH-03210199,MEDICINEMA,scottish charity company number
GB-SC-SC039714,GB-COH-02350846,THE MENTAL HEALTH FOUNDATION,scottish charity company number
GB-SC-SC039715,GB-COH-00324748,LEPRA,scottish charity company number
GB-SC-SC039719,GB-COH-04194208,NATIONAL ASSOCIATION FOR GALLERY EDUCATION,scottish charity company number
GB-SC-SC039730,GB-COH-01806414,CHARITY PROJECTS,scottish charity company number
GB-SC-SC039731,GB-COH-05048319,CANCER SUPPORT UK (CSUK),scottish charity company number
GB-SC-SC039737,GB-COH-03963007,CITIZENS ONLINE,scottish charity company number
GB-SC-SC039748,GB-COH-SC345312,MAKING MELDRUM BETTER CHARITY,scottish charity company number
GB-SC-SC039755,GB-COH-04995013,ROYAL OSTEOPOROSIS SOCIETY,scottish charity company number
GB-SC-SC039757,GB-COH-03350311,TEENAGE CANCER TRUST,scottish charity company number
GB-SC-SC039769,GB-COH-SC339212,BIKEWORKS FIFE LTD,scottish charity company number
GB-SC-SC039771,GB-COH-SC344382,SKYE & LOCHALSH RIVERS TRUST,scottish charity company number
GB-SC-SC039772,GB-COH-02713536,THE ROYAL COLLECTION TRUST,scottish charity company number
GB-SC-SC039779,GB-COH-SC323623,PRAISE GATHERING,scottish charity company number
GB-SC-SC039780,GB-COH-SC344207,FIFE LAW CENTRE,scottish charity company number
GB-SC-SC039785,GB-COH-SC346468,LIFE BEGINS HELPING CHILDREN IN AFRICA LIMITED,scottish charity company number
GB-SC-SC039789,GB-COH-SC344339,FREE WHEEL NORTH,scottish charity company number
GB-SC-SC039790,GB-COH-03779123,THE MISCARRIAGE ASSOCIATION,scottish charity company number
GB-SC-SC039791,GB-COH-08133727,WOODCRAFT FOLK,scottish charity company number
GB-SC-SC039804,GB-COH-03068044,COELIAC UK,scottish charity company number
GB-SC-SC039806,GB-COH-04994772,EUROPEAN SQUIRREL INITIATIVE,scottish charity company number
GB-SC-SC039808,GB-COH-05368409,LIVING STREETS (THE PEDESTRIANS ASSOCIATION),scottish charity company number
GB-SC-SC039812,GB-COH-SC347201,IN SPIRIT AND TRUTH MINISTRIES (LOVE CHURCH),scottish charity company number
GB-SC-SC039820,GB-COH-SC344629,MORAR COMMUNITY TRUST,scottish charity company number
GB-SC-SC039822,GB-COH-SC290225,ALLSORTS CHILDCARE CENTRE LIMITED,scottish charity company number
GB-SC-SC039827,GB-COH-SC346075,THE YOUTH MUSIC THEATRE COMPANY SCOTLAND,scottish charity company number
GB-SC-SC039828,GB-COH-04416149,DOGS FOR GOOD,scottish charity company number
GB-SC-SC039845,GB-COH-02990385,THE ASSOCIATION FOR CHILD AND ADOLESCENT MENTAL HEALTH,scottish charity company number
GB-SC-SC039847,GB-COH-SC341055,EAST AND CENTRAL SUTHERLAND CITIZENS ADVICE BUREAU LTD,scottish charity company number
GB-SC-SC039848,GB-COH-06492606,PEOPLE'S HEALTH TRUST,scottish charity company number
GB-SC-SC039852,GB-COH-SC327308,SCOTTISH WOMEN'S CONVENTION,scottish charity company number
GB-SC-SC039853,GB-COH-SC343553,REGIONAL SCREEN SCOTLAND,scottish charity company number
GB-SC-SC039857,GB-COH-05273638,CLIC SARGENT CANCER CARE FOR CHILDREN,scottish charity company number
GB-SC-SC039863,GB-COH-04985332,BRITISH YOUTH MUSIC THEATRE,scottish charity company number
GB-SC-SC039864,GB-COH-02188452,INTERNATIONAL INSTITUTE FOR ENVIRONMENT AND DEVELOPMENT,scottish charity company number
GB-SC-SC039870,GB-COH-00412621,FIELD STUDIES COUNCIL,scottish charity company number
GB-SC-SC039880,GB-COH-SC348773,THE INTERNATIONAL UNION AGAINST TUBERCULOSIS AND LUNG DISEASE,scottish charity company number
GB-SC-SC039883,GB-COH-SC337384,SCOTTISH FAIR TRADE FORUM,scottish charity company number
GB-SC-SC039888,GB-COH-02729957,THE LUCY FAITHFULL FOUNDATION,scottish charity company number
GB-SC-SC039890,GB-COH-SC348189,TARA TRUST,scottish charity company number
GB-SC-SC039896,GB-COH-SC220297,WHEATLEY HOMES SOUTH LIMITED,scottish charity company number
GB-SC-SC039906,GB-COH-SC373695,SHINE YOUTH MUSIC THEATRE,scottish charity company number
GB-SC-SC039907,GB-COH-02400969,MACMILLAN CANCER SUPPORT,scottish charity company number
GB-SC-SC039913,GB-COH-00225717,THE FELLOWSHIP PROPERTY TRUST,scottish charity company number
GB-SC-SC039915,GB-COH-04577152,ACTACC,scottish charity company number
GB-SC-SC039921,GB-COH-SC346233,UP-2-US,scottish charity company number
GB-SC-SC039922,GB-COH-SC342235,DUNDEE UNITED COMMUNITY TRUST,scottish charity company number
GB-SC-SC039924,GB-COH-SC349223,THE GEORGE MACKAY BROWN FELLOWSHIP,scottish charity company number
GB-SC-SC039927,GB-COH-SC312477,DUNOON RADIO LTD,scottish charity company number
GB-SC-SC039940,GB-COH-SC349562,THE CRAWICK MULTIVERSE TRUST,scottish charity company number
GB-SC-SC039942,GB-COH-SC348982,HARBOUR COUNSELLING SERVICE LIMITED,scottish charity company number
GB-SC-SC039959,GB-COH-05941388,RED SQUIRREL SURVIVAL TRUST LIMITED,scottish charity company number
GB-SC-SC039986,GB-COH-01778149,THE TERRENCE HIGGINS TRUST,scottish charity company number
GB-SC-SC039990,GB-COH-00570175,THE ELECTRICAL SAFETY COUNCIL,scottish charity company number
GB-SC-SC039992,GB-COH-02346893,HEADWAY - THE BRAIN INJURY ASSOCIATION,scottish charity company number
GB-SC-SC039995,GB-COH-SC350008,LEARNING NETWORK WEST,scottish charity company number
GB-SC-SC040004,GB-COH-04132695,BUGLIFE - THE INVERTEBRATE CONSERVATION TRUST,scottish charity company number
GB-SC-SC040008,GB-COH-00654913,GRACE COMMUNION INTERNATIONAL,scottish charity company number
GB-SC-SC040009,GB-COH-02580377,WE ARE WITH YOU,scottish charity company number
GB-SC-SC040032,GB-COH-SC344238,MOFFAT TOWN HALL REDEVELOPMENT TRUST,scottish charity company number
GB-SC-SC040038,GB-COH-06800071,GET HOOKED ON FISHING,scottish charity company number
GB-SC-SC040048,GB-COH-SC342996,LAIDE JETTY USERS ASSOCIATION,scottish charity company number
GB-SC-SC040052,GB-COH-02940178,THE INTENSIVE CARE SOCIETY,scottish charity company number
GB-SC-SC040058,GB-COH-06593129,HAIG HOUSING TRUST,scottish charity company number
GB-SC-SC040060,GB-COH-07461063,FACULTY OF OCCUPATIONAL MEDICINE,scottish charity company number
GB-SC-SC040066,GB-COH-00930265,MARIAPOLIS LIMITED,scottish charity company number
GB-SC-SC040073,GB-COH-SC345684,MISSION RWANDA LIMITED,scottish charity company number
GB-SC-SC040094,GB-COH-04024938,CRISIS UK,scottish charity company number
GB-SC-SC040103,GB-COH-SC534566,THE ASSOCIATION FOR THE STUDY OF MEDICAL EDUCATION,scottish charity company number
GB-SC-SC040106,GB-COH-SC351910,SUSTAINING DUNBAR,scottish charity company number
GB-SC-SC040115,GB-COH-SC349847,THE SORTED PROJECT,scottish charity company number
GB-SC-SC040117,GB-COH-04120082,HOSPICES OF HOPE LIMITED,scottish charity company number
GB-SC-SC040118,GB-COH-04718891,ROCK UK ADVENTURE CENTRES LIMITED,scottish charity company number
GB-SC-SC040119,GB-COH-01372898,BARNABAS TRUST LIMITED,scottish charity company number
GB-SC-SC040123,GB-COH-02071638,JUVENILE DIABETES RESEARCH FOUNDATION LIMITED,scottish charity company number
GB-SC-SC040124,GB-COH-05039938,THE ASSOCIATION OF BRITISH MEMBERS OF THE SOVEREIGN MILITARY HOSPITALLER ORDER OF ST. JOHN OF JERUSALEM OF RHODES AND OF MALTA,scottish charity company number
GB-SC-SC040141,GB-COH-SC348181,MONI MALAWI,scottish charity company number
GB-SC-SC040148,GB-COH-04432622,ONESPIRIT INTERFAITH FOUNDATION,scottish charity company number
GB-SC-SC040151,GB-COH-SC352341,PLAN VIVO FOUNDATION,scottish charity company number
GB-SC-SC040154,GB-COH-00363197,BLUE CROSS,scottish charity company number
GB-SC-SC040160,GB-COH-SC330231,RICEFIELD ARTS AND CULTURAL CENTRE,scottish charity company number
GB-SC-SC040180,GB-COH-08828584,GARDENERS' ROYAL BENEVOLENT SOCIETY,scottish charity company number
GB-SC-SC040196,GB-COH-03880213,CYSTIC FIBROSIS TRUST,scottish charity company number
GB-SC-SC040201,GB-COH-SC353435,PUPPET STATE THEATRE COMPANY LTD,scottish charity company number
GB-SC-SC040208,GB-COH-SC352813,CREETOWN BUILDING PRESERVATION TRUST LIMITED,scottish charity company number
GB-SC-SC040223,GB-COH-SC353562,DEAF LINKS,scottish charity company number
