company_number,charity_number
CE011668,1175266
CE013457,1177443
CE005821,1164755
CE014652,1179223
CE015838,1181050
CE004152,1161711
CE008888,1171259
CE015666,1180783
CE013576,1177611
CE000996,1155953
CE016021,1181313
CE015564,1180605
CE006284,1166600
CE006334,1167086
CE003207,1159080
CE005858,1164834
CE012508,1176030
CE013082,1176910
CE006901,1166017
CE006315,1167056
CE002623,1159917
CE015624,1180719
CE013586,1177626
CE014023,1178269
CE010848,1174374
CE014247,1178573
CE015344,1180260
CE014268,1178599
CE012864,1176570
CE014322,1178774
CE011928,1175473
CE011468,1174960
CE006448,1166657
CE006259,1166562
CE014197,1178502
CE009906,1172897
CE011923,1175464
CE012270,1174739
CE006217,1166504
CE003866,1161217
CE004164,1161735
CE003818,1161101
CE009790,1172355
CE000647,1155280
CE011867,1175380
CE014087,1178372
CE012589,1176160
CE004256,1163002
CE005812,1164739
CE013528,1177541
CE007833,1168169
CE015094,1179876
CE001828,1156821
CE014856,1179527
CE015775,1180953
CE007817,1168142
CE006480,1166709
CE007124,1168421
CE011289,1173785
CE001282,1154248
CE013133,1176985
CE002098,1157442
CE012592,1176166
CE005774,1164665
CE010368,1171728
CE006105,1166309
CE005455,1164050
CE003895,1161265
CE011123,1173533
CE014999,1179727
CE010727,1174177
CE015766,1180942
CE015930,1181189
CE003230,1159141
CE003409,1161910
CE006394,1167173
CE010072,1172604
CE013997,1178235
CE002259,1157805
CE005291,1165353
CE005580,1164320
CE000674,1155373
CE004836,1162316
CE005067,1162725
CE006206,1166488
CE013411,1177377
CE015726,1180881
CE013540,1177558
CE014098,1178385
CE000272,1151040
CE013126,1176973
CE014780,1179407
CE004089,1161606
CE015814,1181011
CE008174,1170148
CE000010,1150585
CE005407,1165562
CE014804,1179452
CE007710,1167965
CE013706,1177803
CE013135,1176988
CE000522,1152623
CE003575,1162200
CE008599,1168851
CE012143,1174541
CE015195,1180041
CE002146,1157550
CE006270,1166580
CE012712,1176344
CE005988,1165067
CE007650,1167869
CE001950,1157105
CE013567,1177600
CE010941,1173240
CE009017,1171478
CE003216,1159114
CE009969,1173010
CE015642,1180742
CE001700,1158377
CE001915,1157036
CE012191,1174613
CE000801,1155765
CE003444,1161978
CE001501,1154937
CE002322,1157956
CE014757,1179372
CE008185,1170162
CE015730,1180889
CE011694,1175696
CE014020,1178266
CE009282,1170599
CE001149,1156364
CE007689,1167932
CE000251,1154017
CE004860,1162356
CE012251,1174713
CE004015,1161474
CE005361,1165480
CE014643,1179205
CE000947,1156722
CE009059,1171539
CE014332,1178791
CE012355,1174865
CE007830,1168165
CE014103,1178391
CE004058,1161546
CE001052,1156115
CE003040,1158719
CE005097,1162781
CE015132,1179939
CE005605,1164366
CE008522,1168720
CE011559,1175089
CE000184,1153765
CE015514,1180529
CE005415,1165571
CE008619,1168889
CE010596,1172096
CE002208,1157705
CE013137,1176990
CE015631,1180727
CE011135,1173546
CE013554,1177582
CE010669,1174083
CE013224,1177081
CE007145,1168452
CE007202,1168550
CE001290,1154269
CE010716,1174158
CE015487,1180488
CE009557,1171012
CE003503,1162074
CE009334,1170682
CE000850,1155888
CE013510,1177515
CE000963,1156769
CE010645,1174040
CE015432,1180401
CE004049,1161528
CE015787,1180967
CE014631,1179189
CE015497,1180504
CE004809,1163782
CE000489,1152496
CE001126,1156301
CE007379,1167428
CE007588,1167759
CE000359,1151716
CE012194,1174616
CE003181,1159025
CE006311,1167049
CE015986,1181269
CE000375,1151830
CE014791,1179427
CE007753,1168037
CE000678,1155391
CE013102,1176940
CE011307,1173810
CE001113,1156267
CE008239,1169657
CE001720,1158429
CE015282,1180161
CE001099,1156236
CE014046,1178302
CE003614,1162281
CE004948,1162513
CE005281,1165337
CE012363,1174875
CE003717,1160912
CE005936,1164976
CE013519,1177530
CE013769,1177908
CE000530,1152643
CE007990,1169446
CE007248,1168630
CE005941,1164985
CE011699,1175706
CE005909,1164931
CE014431,1178939
CE005723,1164579
CE014855,1179524
CE011212,1173670
CE013703,1177799
CE000212,1153881
CE002104,1157459
CE003815,1161093
CE002022,1157263
CE004586,1164021
CE006672,1165659
CE001416,1154693
CE003323,1159357
CE000937,1156703
CE014581,1179100
CE014528,1178751
CE009624,1171111
CE008870,1171232
CE007440,1167521
CE005704,1164547
CE014991,1179713
CE013512,1177522
CE001042,1156081
CE011511,1175027
CE002304,1157914
CE004526,1163917
CE014427,1178933
CE013487,1177484
CE014350,1178819
CE015851,1181074
CE015697,1180842
CE000619,1153087
CE012742,1176386
CE011926,1175468
CE012765,1176416
CE004096,1161614
CE014414,1178914
CE000533,1152656
CE000088,1153470
CE010403,1171777
CE011816,1175299
CE003455,1161995
CE015027,1179769
CE005595,1164346
CE008543,1168752
CE015899,1181149
CE008696,1169005
CE007926,1169349
CE002782,1160005
CE013164,1177033
CE010404,1171782
CE001205,1156505
CE012900,1176631
CE008482,1168665
CE011769,1175799
CE011356,1173882
CE000621,1153109
CE015016,1179752
CE007658,1167879
CE011813,1175296
CE004490,1163851
CE013784,1177933
CE014896,1179580
CE000186,1153770
CE010650,1174049
CE009805,1172378
CE012925,1176671
CE003775,1161020
CE005453,1164048
CE010371,1171731
CE005763,1164650
CE004097,1161616
CE011803,1175285
CE015701,1180846
CE001587,1158182
CE005382,1165521
CE007469,1167575
CE013909,1178103
CE000997,1155959
CE006004,1165098
CE007069,1168316
CE015305,1180198
CE002449,1159564
CE006625,1166973
CE013228,1177091
CE008227,1169640
CE015081,1179854
CE011574,1175115
CE014994,1179719
CE000234,1153967
CE010508,1171949
CE006180,1166443
CE014555,1179066
CE001072,1156168
CE009636,1171130
CE008169,1170139
CE014173,1179008
CE006946,1166093
CE005054,1162699
CE014241,1178563
CE011943,1175503
CE015598,1180662
CE015581,1180636
CE007193,1168535
CE004248,1162986
CE006418,1166613
CE008774,1169145
CE010641,1174034
CE005479,1164096
CE000459,1152344
CE009890,1172513
CE013899,1178092
CE006003,1165097
CE004597,1163394
CE015988,1181273
CE009534,1170982
CE002009,1157241
CE011411,1173961
CE009658,1171165
CE012746,1176391
CE000023,1153163
CE009857,1172456
CE013616,1177675
CE002313,1157937
CE010506,1171947
CE012572,1176132
CE011641,1175224
CE002194,1157663
CE012513,1176039
CE016011,1181303
CE001917,1157042
CE007093,1168361
CE003201,1159064
CE015656,1180761
CE009386,1170751
CE014057,1178319
CE000396,1151917
CE013641,1177707
CE010021,1172528
CE005213,1165207
CE000583,1152880
CE014077,1178356
CE005871,1164866
CE001936,1157079
CE008929,1171331
CE001494,1154923
CE001812,1158650
CE000125,1153586
CE007544,1167695
CE009889,1172511
CE002519,1159705
CE009838,1172429
CE006260,1166564
CE007301,1167286
CE014872,1179547
CE014465,1178989
CE014623,1179177
CE003242,1159168
CE001871,1156933
CE002398,1158126
CE013467,1177455
CE011949,1175511
CE006620,1166962
CE007446,1167532
CE002897,1160236
CE013543,1177563
CE009175,1170434
CE012476,1175978
CE005672,1164489
CE006877,1165972
CE004139,1161689
CE013539,1177557
CE005681,1164504
CE014319,1178770
CE005308,1165389
CE013448,1177430
CE010393,1171763
CE015946,1181212
CE014579,1179098
CE004613,1163429
CE015590,1180651
CE014778,1179401
CE016050,1181358
CE002452,1159570
CE011119,1173527
CE000703,1155478
CE011835,1175326
CE009227,1170514
CE015415,1180375
CE005221,1165230
CE001791,1158611
CE012942,1176691
CE015129,1179936
CE003532,1162130
CE011483,1174985
CE012498,1176014
CE009451,1170858
CE007118,1168412
CE005896,1164913
CE013580,1177620
CE011442,1174922
CE015519,1180537
CE010520,1171967
CE011696,1175700
CE007386,1167439
CE011050,1173392
CE009577,1171039
CE008670,1168957
CE015993,1181278
CE012436,1175913
CE014220,1178536
CE015424,1180389
CE015117,1179920
CE004403,1163278
CE004561,1163980
CE014051,1178308
CE011235,1173705
CE007224,1168576
CE010467,1171882
CE013391,1177343
CE007968,1169416
CE014225,1178542
CE002665,1160501
CE012947,1176700
CE013830,1177994
CE004456,1163353
CE014181,1179018
CE006301,1167036
CE007032,1168255
CE013750,1177881
CE010322,1171659
CE015220,1180073
CE010603,1172109
CE014032,1178279
CE002169,1157610
CE014699,1179286
CE004077,1161587
CE010081,1172621
CE005318,1165410
CE013965,1178188
CE002654,1159993
CE015877,1181116
CE006544,1166825
CE015472,1180460
CE003436,1161958
CE013039,1176835
CE009098,1170288
CE000058,1153372
CE001386,1154610
CE007947,1169383
CE010642,1174035
CE013751,1177883
CE011128,1173539
CE002325,1157961
CE004354,1163178
CE000181,1153753
CE006816,1165878
CE009503,1170934
CE004270,1163035
CE002756,1160674
CE016000,1181287
CE012922,1176667
CE015499,1180506
CE000379,1151844
CE015546,1180581
CE004997,1162603
CE000909,1156639
CE005373,1165506
CE003338,1159378
CE008997,1171448
CE013995,1178233
CE014480,1178676
CE013441,1177420
CE011646,1175229
CE002329,1157971
CE011314,1173819
CE000806,1155780
CE008649,1168928
CE003432,1161950
CE011415,1173970
CE006482,1166712
CE002554,1159782
CE005162,1162885
CE010953,1173256
CE012284,1174764
CE006680,1165674
CE012676,1176291
CE008263,1169707
CE013979,1178211
CE014161,1178478
CE014747,1179358
CE012450,1175933
CE010694,1174123
CE002615,1159898
CE003583,1162223
CE002266,1157817
CE002501,1159662
CE014037,1178287
CE006235,1166530
CE007382,1167434
CE008318,1169791
CE001565,1155148
CE005483,1164105
CE000842,1155853
CE016065,1181380
CE003653,1160787
CE007916,1169324
CE015596,1180658
CE005189,1162933
CE015843,1181061
CE015014,1179748
CE008152,1170111
CE013148,1177008
CE015272,1180150
CE001408,1154661
CE012189,1174611
CE010080,1172620
CE013336,1177266
CE013791,1177943
CE015531,1180558
CE013606,1177662
CE008624,1168897
CE005012,1162622
CE000394,1151911
CE014705,1179294
CE011889,1175413
CE008372,1169870
CE015712,1180864
CE008516,1168713
CE005332,1165432
CE010919,1173198
CE015760,1180933
CE015700,1180845
CE004754,1163676
CE014086,1178371
CE004980,1162573
CE001773,1158566
CE012684,1176306
CE005444,1164036
CE006750,1165783
CE012960,1176721
CE008690,1168998
CE007518,1167646
CE002288,1157871
CE005665,1164480
CE002991,1160417
CE005015,1162626
CE008248,1169674
CE006554,1166857
CE012615,1176204
CE010369,1171729
CE004244,1162982
CE009230,1170518
CE009836,1172422
CE008762,1169127
CE001377,1154579
CE014308,1178661
CE001559,1155122
CE011049,1173390
CE009992,1173043
CE007130,1168431
CE010440,1171833
CE011766,1175796
CE005513,1164168
CE003906,1161281
CE004196,1161811
CE008512,1168705
CE003284,1159263
CE000854,1155896
CE001378,1154583
CE001556,1155115
CE015583,1180640
CE004590,1164028
CE015516,1180532
CE003715,1160910
CE007497,1167616
CE010849,1173076
CE009851,1172449
CE004184,1161785
CE012846,1176539
CE012181,1174598
CE003154,1158968
CE007387,1167441
CE013201,1177106
CE015441,1180412
CE002440,1159543
CE006902,1166018
CE014755,1179369
CE012135,1174528
CE013672,1177751
CE011498,1175005
CE010512,1171953
CE001902,1157009
CE003065,1158771
CE015793,1180979
CE002066,1157363
CE002086,1157420
CE015080,1179853
CE000641,1155263
CE011520,1175038
CE013260,1177154
CE000528,1152637
CE014525,1178748
CE004013,1161472
CE015944,1181209
CE015517,1180534
CE011464,1174954
CE001931,1157069
CE005391,1165532
CE007981,1169435
CE000838,1155845
CE015153,1179967
CE014824,1179480
CE015864,1181092
CE014016,1178260
CE006140,1166377
CE009504,1170935
CE012099,1174479
CE014141,1178449
CE005844,1164805
CE002572,1159816
CE009640,1171135
CE014356,1178826
CE014478,1178674
CE001830,1156824
CE001254,1154156
CE013947,1178160
CE005972,1165043
CE000042,1153297
CE006800,1165857
CE005772,1164662
CE000046,1153326
CE015149,1179958
CE014698,1179284
CE000525,1152629
CE000693,1155442
CE013394,1177346
CE003407,1161908
CE009195,1170470
CE015863,1181091
CE015442,1180413
CE014324,1178776
CE002084,1157410
CE000691,1155437
CE005114,1162808
CE015500,1180507
CE001353,1154479
CE013627,1177690
CE011268,1173753
CE005583,1164327
CE008631,1168905
CE001737,1158470
CE016002,1181290
CE006834,1165901
CE000899,1156615
CE015381,1180318
CE010839,1174361
CE014352,1178821
CE011427,1173990
CE012345,1174850
CE005385,1165525
CE008657,1168937
CE013799,1177955
CE008488,1168671
CE012926,1176672
CE016010,1181302
CE006849,1165930
CE014035,1178285
CE002316,1157941
CE010736,1174189
CE011224,1173685
CE015431,1180399
CE012631,1176228
CE009399,1170771
CE000927,1156681
CE001273,1154220
CE000735,1155565
CE009326,1170669
CE008605,1168857
CE013715,1177820
CE011969,1175549
CE001078,1156184
CE002099,1157444
CE002513,1159688
CE008040,1169531
CE003021,1158661
CE000661,1155326
CE006123,1166351
CE008878,1171241
CE000300,1151250
CE000419,1152055
CE003782,1161035
CE010209,1172818
CE015602,1180670
CE013361,1177304
CE011097,1173486
CE006668,1165652
CE015535,1180565
CE015603,1180672
CE014538,1179039
CE014504,1178714
CE015667,1180784
CE014869,1179544
CE014310,1178666
CE011594,1175148
CE009625,1171113
CE014641,1179203
CE001789,1158603
CE001728,1158449
CE015779,1180958
CE004202,1161824
CE008948,1171371
CE009462,1170875
CE002717,1160593
CE013500,1177500
CE009901,1172890
CE011183,1173627
CE005180,1162912
CE013730,1177846
CE001606,1158205
CE004525,1163916
CE009886,1172508
CE002228,1157744
CE011615,1175186
CE015196,1180042
CE015353,1180273
CE002819,1160081
CE000804,1155775
CE015004,1179734
CE010870,1173113
CE014446,1178956
CE010379,1171741
CE000303,1151265
CE011619,1175194
CE014398,1178888
CE001840,1156854
CE010285,1171595
CE006848,1165928
CE007044,1168281
CE000276,1151087
CE009091,1170276
CE010875,1173118
CE015502,1180511
CE015615,1180702
CE001179,1156451
CE000774,1155687
CE008991,1171432
CE015973,1181251
CE005089,1162761
CE013982,1178215
CE010002,1173057
CE013280,1177191
CE006227,1166520
CE008086,1169610
CE011541,1175066
CE004228,1162952
CE015902,1181155
CE010407,1171785
CE002081,1157404
CE006152,1166400
CE009121,1170328
CE002305,1157915
CE009497,1170928
CE007100,1168371
CE009273,1170589
CE013646,1177715
CE008857,1171211
CE009307,1170637
CE009158,1170399
CE009578,1171040
CE007743,1168019
CE011246,1173718
CE011247,1173720
CE011204,1173658
CE009453,1170861
CE011154,1173578
CE009265,1170575
CE008844,1171193
CE008162,1170130
CE010699,1174130
CE010689,1174114
CE009478,1170901
CE009355,1170711
CE007750,1168033
CE011207,1173665
CE011161,1173588
CE005220,1165227
CE009457,1170866
CE007744,1168020
CE010702,1174138
CE006254,1166555
CE004554,1163967
CE004450,1163347
CE011072,1173437
CE004120,1161662
CE000399,1151924
CE003354,1159404
CE005198,1162948
CE015015,1179749
CE015337,1180248
CE015803,1180991
CE012640,1176241
CE003769,1161010
CE015394,1180342
CE006404,1167191
CE014590,1179115
CE013446,1177428
CE008042,1169537
CE001876,1156949
CE008531,1168732
CE015234,1180098
CE006323,1167069
CE003433,1161952
CE011728,1175747
CE001607,1158208
CE011829,1175315
CE012719,1176353
CE015259,1180134
CE014998,1179726
CE004511,1163891
CE015985,1181268
CE010975,1173288
CE002447,1159560
CE014640,1179202
CE010451,1171849
CE007371,1167416
CE006032,1165152
CE001102,1156244
CE008730,1169066
CE014723,1179322
CE011062,1173416
CE006962,1166124
CE001077,1156179
CE006606,1166942
CE005210,1165198
CE013462,1177448
CE011518,1175036
CE014195,1178500
CE015761,1180935
CE009598,1171075
CE002957,1160355
CE013967,1178194
CE006341,1167098
CE004931,1162490
CE010044,1172562
CE006759,1165796
CE002929,1160310
CE014567,1179079
CE014453,1178968
CE008464,1170027
CE013669,1177747
CE005145,1162858
CE002887,1160212
CE006968,1166133
CE009655,1171160
CE005208,1165195
CE007552,1167710
CE007180,1168512
CE014813,1179466
CE010931,1173218
CE013506,1177509
CE006939,1166083
CE006118,1166341
CE000045,1153323
CE009346,1170698
CE010660,1174062
CE001973,1157164
CE013052,1176860
CE014420,1178920
CE013835,1178000
CE011018,1173339
CE011784,1175830
CE012111,1174495
CE004649,1163497
CE005985,1165064
CE012798,1176472
CE014522,1178745
CE011321,1173826
CE008074,1169595
CE007101,1168374
CE011589,1175142
CE004607,1163420
CE007378,1167424
CE012146,1174544
CE004779,1163723
CE014594,1179121
CE014233,1178553
CE010854,1173088
CE014943,1179650
CE013472,1177462
CE002091,1157430
CE014849,1179516
CE014923,1179622
CE005607,1164368
CE005946,1165003
CE009389,1170754
CE014132,1178438
CE011297,1173797
CE001495,1154925
CE006551,1166850
CE009009,1171462
CE003816,1161097
CE013660,1177736
CE009775,1172326
CE003784,1161037
CE004492,1163854
CE009997,1173050
CE009410,1170794
CE003091,1158834
CE012429,1175904
CE003276,1159247
CE013813,1177973
CE011849,1175351
CE000479,1152453
CE014327,1178781
CE014938,1179643
CE002176,1157628
CE004026,1161500
CE008536,1168741
CE015168,1179988
CE001905,1157015
CE003513,1162099
CE015523,1180540
CE004370,1163217
CE007678,1167914
CE009854,1172452
CE006339,1167096
CE014101,1178389
CE007660,1167882
CE010631,1174021
CE015623,1180716
CE012763,1176414
CE009258,1170559
CE013486,1177483
CE004608,1163422
CE015501,1180510
CE014075,1178353
CE011315,1173820
CE015108,1179904
CE000180,1153752
CE011640,1175223
CE006979,1166146
CE011617,1175190
CE010785,1174275
CE005718,1164570
CE001185,1156466
CE012288,1174769
CE013900,1178093
CE014635,1179195
CE005476,1164092
CE010256,1171551
CE015781,1180960
CE015818,1181016
CE007098,1168367
CE006142,1166379
CE003105,1158883
CE005509,1164160
CE010411,1171789
CE004323,1163138
CE014636,1179197
CE014888,1179569
CE013849,1178026
CE013634,1177699
CE012899,1176630
CE002286,1157868
CE013719,1177828
CE011765,1175795
CE013121,1176966
CE007844,1168194
CE008116,1170054
CE009215,1170493
CE010964,1173273
CE008712,1169038
CE015736,1180896
CE001539,1155063
CE010723,1174169
CE003121,1158913
CE001167,1156427
CE001093,1156219
CE006409,1167198
CE004844,1162327
CE000504,1152565
CE006826,1165892
CE015744,1180909
CE011628,1175208
CE008592,1168840
CE014514,1178732
CE010225,1172840
CE015972,1181249
CE011621,1175196
CE009400,1170774
CE014116,1178408
CE004507,1163882
CE009917,1172918
CE007090,1168355
CE012683,1176305
CE001863,1156911
CE015878,1181117
CE010301,1171628
CE004382,1163236
CE014701,1179288
CE015133,1179940
CE007904,1169303
CE003946,1161348
CE015776,1180954
CE003838,1161159
CE013177,1177050
CE000057,1153371
CE005030,1162659
CE003964,1161383
CE010121,1172688
CE008457,1170016
CE011990,1175579
CE009104,1170299
CE015049,1179804
CE011550,1175076
CE013263,1177158
CE012229,1174679
CE013206,1177116
CE015409,1180366
CE003191,1159046
CE008265,1169709
CE009517,1170954
CE014789,1179423
CE004206,1161831
CE001739,1158473
CE009673,1172153
CE003696,1160874
CE004784,1163730
CE011534,1175056
CE010683,1174106
CE000717,1155525
CE013610,1177666
CE004701,1163582
CE014377,1178856
CE009066,1170239
CE003466,1162018
CE016013,1181305
CE015389,1180331
CE015990,1181276
CE004573,1164002
CE014922,1179621
CE005766,1164653
CE001016,1156014
CE013525,1177537
CE012548,1176097
CE014152,1178463
CE013595,1177644
CE009277,1170593
CE002035,1157293
CE004641,1163475
CE007801,1168115
CE000049,1153338
CE008363,1169856
CE012334,1174838
CE011590,1175144
CE015178,1180010
CE007545,1167697
CE005392,1165533
CE006164,1166413
CE007733,1168000
CE002946,1160336
CE014456,1178973
CE009913,1172906
CE011588,1175141
CE015203,1180052
CE007183,1168521
CE008937,1171348
CE001169,1156429
CE000593,1152953
CE009830,1172414
CE004394,1163258
CE000814,1155796
CE015513,1180526
CE007704,1167958
CE004863,1162361
CE009011,1171467
CE008104,1169636
CE009313,1170645
CE000513,1152590
