org_id_a,org_id_b,org_name_b,relationship,source
GB-SC-SC041634,GB-CHC-1134422,Coolam,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041666,GB-CHC-1089464,Cancer Research UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041673,GB-CHC-250851,National Spiritual Assembly of the Baha'is of the United Kingdom,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041695,GB-CHC-1116699,Permaculture Association (Britain),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041697,GB-CHC-1118493,Wilderness Foundation UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041699,GB-CHC-1148746,Mashed Youth Project,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041701,GB-CHC-1001307,The Haemochromatosis Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041706,GB-CHC-1070646,Students Supporting Street Kids,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041714,GB-CHC-261898,The Spiritualists' National Union,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041720,GB-CHC-271323,Christian Witness to Israel,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041725,GB-CHC-280795,The Chartered Institute of Building,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041728,GB-CHC-1128534,Read Projects,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041744,GB-CHC-1135750,The Photographic Angle,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041763,GB-CHC-1141827,Megan Baker House Ltd,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041793,GB-CHC-205533,Nuffield Health,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041812,GB-CHC-1124950,Solomon Academic Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041828,GB-CHC-1128167,The Hidradenitis Suppurativa Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041832,GB-CHC-258322,Royal Engineers Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041837,GB-CHC-801790,Floris Books Trust Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041854,GB-CHC-1093372,The Froglife Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041856,GB-CHC-313024,The Museums Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041867,GB-CHC-272505,The College of Radiographers,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041892,GB-CHC-1128516,Sylva Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041893,GB-CHC-1134423,Foodcycle,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041898,GB-CHC-1117794,The Royal Navy and Royal Marines Charity,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041904,GB-CHC-248421,The Communications and Public Service Lifeboat Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041916,GB-CHC-1117288,Diana Award,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041918,GB-CHC-1096598,Photovoice,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041919,GB-CHC-270157,Maharishi Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041935,GB-CHC-268555,The Society of Occupational Medicine,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041941,GB-CHC-1104287,Microloan Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041945,GB-CHC-1061593,The Institute of Historic Building Conservation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041947,GB-CHC-1126863,British Universities and Colleges Sport Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041956,GB-CHC-1136870,The Civil Service Benevolent Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041971,GB-CHC-287815,The Council for British Archaeology,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041973,GB-CHC-1112749,Relief Education Development International,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041976,GB-CHC-1017255,Homeless International,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041981,GB-CHC-1137948,Movember Europe,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041990,GB-CHC-1139257,Multiple Sclerosis Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041991,GB-CHC-1115370,Patanjali Yog Peeth (Uk) Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041994,GB-CHC-1114463,Healthcare Financial Management Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041999,GB-CHC-1165603,Feed the Minds,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041999,GB-CHC-291333,Feed the Minds,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042015,GB-CHC-1001198,The Macular Disease Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042020,GB-CHC-328158,Islamic Relief Worldwide,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042026,GB-CHC-1113079,Sky Watch Civil Air Patrol,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042089,GB-CHC-1051607,Blind Children UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042096,GB-CHC-1117538,Brain Tumour UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042127,GB-CHC-1062595,The Dystonia Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042130,GB-CHC-1136377,3space,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042131,GB-CHC-299081,Ahmadiyya Muslim Association United Kingdom,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042132,GB-CHC-703015,Brook Young People,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042140,GB-CHC-298858,British Liver Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042147,GB-CHC-1089276,A Rocha UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042165,GB-CHC-1105974,Creative and Cultural Industries Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042186,GB-CHC-1044624,YMCA George Williams Company,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042204,GB-CHC-1137594,Soldiers Off the Street,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042234,GB-CHC-1126808,Al-Khair Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042256,GB-CHC-803533,Limbless Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042263,GB-CHC-284718,British Crystallographic Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042278,GB-CHC-1095967,Thyroid Eye Disease Charitable Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042291,GB-CHC-210794,Clarity - Employment for Blind People,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042293,GB-CHC-291852,British Society for Medical Mycology,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042331,GB-CHC-1123553,Breakthrough Generation for Christ (Ancf),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042339,GB-CHC-1015668,Surf Life Saving Great Britain,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042351,GB-CHC-283945,The British Institute of Innkeeping,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042366,GB-CHC-268448,The Onaway Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042374,GB-CHC-1113666,Nazareth Care Charitable Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042405,GB-CHC-208215,The Newspaper Press Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042409,GB-CHC-1031687,British Deaf Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042413,GB-CHC-1073831,One20,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042427,GB-CHC-1151442,Huskies in Need,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042473,GB-CHC-313123,The Association for Science Education,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042474,GB-CHC-1077089,Alzheimer's Research UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042491,GB-CHC-1080011,Acorn Christian Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042499,GB-CHC-250275,The United Kingdom Islamic Mission,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042501,GB-CHC-1133080,Save Babies Through Screening Foundation UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042541,GB-CHC-1147607,Cyclists' Touring Club,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042550,GB-CHC-1131305,Acts 435,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042607,GB-CHC-802872,The Movement for Non-Mobile Children (Whizz-Kidz),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042611,GB-CHC-1149254,Tree of Hope,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042630,GB-CHC-287786,Wessex Archaeology Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042655,GB-CHC-1141494,Blessed Generation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042679,GB-CHC-1128027,Buttercup Children's Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042680,GB-CHC-1126821,Emergency Aid,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042715,GB-CHC-1105659,Salem International Christian Centre,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042743,GB-CHC-1095562,Shared Lives Plus Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042755,GB-CHC-1138836,Life with Art,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042758,GB-CHC-1145138,Rathbone Training,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042780,GB-CHC-1039549,The Tuberous Sclerosis Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042789,GB-CHC-299679,Stillbirth and Neonatal Death Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042799,GB-CHC-1139377,Speakers Trust Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042806,GB-CHC-1068226,The Challenger Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042830,GB-CHC-1115634,Bumblebee Conservation Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042833,GB-CHC-1144091,Nesta,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042840,GB-CHC-1144251,Open University Students Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042845,GB-CHC-284888,The Fishmongers' Company's Fisheries Charitable Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042846,GB-CHC-509060,York Archaeological Trust for Excavation and Research Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042853,GB-CHC-249255,National Sheep Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042856,GB-CHC-239281,Wellbeing of Women,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042857,GB-CHC-1144564,British Obesity Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042870,GB-CHC-1145181,Carers Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042896,GB-CHC-1078695,The Volunteer Missionary Movement (Europe),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042906,GB-CHC-1086179,Alpha International,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042910,GB-CHC-1040419,Child Bereavement UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042911,GB-CHC-1081300,The Migraine Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042920,GB-CHC-1125038,Target Ovarian Cancer,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042974,GB-CHC-274695,The Society of St Pius X,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042984,GB-CHC-1116918,The Heart Research Institute (Uk),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042996,GB-CHC-1092892,Holocaust Educational Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043054,GB-CHC-1126806,The Reader Organisation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043065,GB-CHC-1064736,Youth Cancer Trust (Uk) Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043066,GB-CHC-1112100,The Vincent Wildlife Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043081,GB-CHC-1140754,The A21 Campaign Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043082,GB-CHC-1103256,Ripple Africa,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043084,GB-CHC-1000851,Amanat Charity Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043085,GB-CHC-1069833,Apostleship of the Sea,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043104,GB-CHC-1113253,Path to Success,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043119,GB-CHC-1105460,The King's Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043120,GB-CHC-1130306,Ellen Macarthur Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043136,GB-CHC-1143326,The Invicta Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043161,GB-CHC-1123313,Sported Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043163,GB-CHC-1094586,The Drinkaware Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043174,GB-CHC-1067361,The Quilters' Guild of the British Isles,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043177,GB-CHC-1146330,Alpha-1 UK Support Group,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043181,GB-CHC-1118674,Digital Pipeline,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043186,GB-CHC-1137068,Autism Ventures,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043191,GB-CHC-1075361,Over the Wall,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043202,GB-CHC-326684,Good News Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043237,GB-CHC-1050944,The Pleasance Theatre Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043239,GB-CHC-1059328,Frontier Youth Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043245,GB-CHC-231508,The Royal Economic Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043254,GB-CHC-1096790,The Institution of Occupational Safety and Health,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043324,GB-CHC-1147344,The Unite Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043340,GB-CHC-1063614,Beating Bowel Cancer,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043341,GB-CHC-1002918,Soft UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043343,GB-CHC-292182,The Associated Board of the Royal Schools of Music,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043344,GB-CHC-1101030,Snow-Camp,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043345,GB-CHC-1108309,Harvest International Ministries,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043383,GB-CHC-293727,The Lifecare Charitable Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043396,GB-CHC-1147449,The Police Treatment Centres,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043414,GB-CHC-1147400,The Costa Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043441,GB-CHC-1143342,Spuc Education and Research Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043446,GB-CHC-1071663,Christian Vision for Men,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043459,GB-CHC-211348,The Suffolk Sheep Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043470,GB-CHC-1117249,Shannon Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043471,GB-CHC-1146800,Seton Care,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043473,GB-CHC-1090515,Young Life International,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043478,GB-CHC-1109743,Ovarian Cancer Action,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043510,GB-CHC-1147603,Cauda Equina Syndrome UK Charity,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043513,GB-CHC-1145460,Children and Families Media Education Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043518,GB-CHC-1058580,Justice,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043537,GB-CHC-1101849,Engineers Without Borders UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043569,GB-CHC-1046047,The Change Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043576,GB-CHC-1144342,Narcolepsy UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043586,GB-CHC-1147967,Armed Forces Bikers,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043601,GB-CHC-1114417,Equality Challenge Unit,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043612,GB-CHC-1042391,Community Security Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043637,GB-CHC-1110415,Primary Care Diabetes Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043642,GB-CHC-1120146,James Whale Fund Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043667,GB-CHC-1100325,Centre of Hope,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043668,GB-CHC-1118444,The Association for Perioperative Practice,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043669,GB-CHC-1009671,National Eczema Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043670,GB-CHC-1093406,Diamond Way Buddhism UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043677,GB-CHC-1072612,The United Kingdom Committee for Unicef,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043678,GB-CHC-1092891,The UK Career Academy Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043710,GB-CHC-1125684,Open Doors with Brother Andrew,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043743,GB-CHC-281074,HCPT (Hosanna House and Children's Pilgrimage Trust),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043751,GB-CHC-1134359,Hounds for Heroes,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043760,GB-CHC-1110656,The Pavement,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043784,GB-CHC-220482,Christian Police Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043833,GB-CHC-1138337,The Land Restoration Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043840,GB-CHC-266780,The Architectural Heritage Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043852,GB-CHC-1101971,Action Duchenne Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043874,GB-CHC-1079770,Caudwell Children,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043878,GB-CHC-800248,Dreams Come True Charity,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043881,GB-CHC-1139891,Affinity Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043882,GB-CHC-1149468,New Spring Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043909,GB-CHC-1057635,Bibic,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043922,GB-CHC-1142119,Sea-Changers,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043946,GB-CHC-1101607,The Higher Education Academy,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043965,GB-CHC-1145855,The College of Podiatry,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043969,GB-CHC-1150504,Uthink People Developing People,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043973,GB-CHC-1135638,Future First Alumni Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044002,GB-CHC-1111371,The Seeing Ear Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044013,GB-CHC-1096491,Ellen Macarthur Cancer Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044031,GB-CHC-1144975,Peeple,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044047,GB-CHC-269668,Retired Greyhound Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044069,GB-CHC-1104903,Tools with a Mission,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044074,GB-CHC-1128532,Diagrama Foundation-Psychosocial Intervention,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044090,GB-CHC-260346,British Arachnological Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044093,GB-CHC-1077079,Success for All Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044097,GB-CHC-1130188,Amphibian and Reptile Conservation Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044099,GB-CHC-1148822,New Apostolic Church UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044122,GB-CHC-1011056,Signhealth,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044129,GB-CHC-1117377,Village Water Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044139,GB-CHC-1144022,Together for Short Lives,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044156,GB-CHC-1115890,Gael Music,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044163,GB-CHC-1135360,Visionary - Linking Local Sight Loss Charities,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044168,GB-CHC-1080189,Wave Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044182,GB-CHC-1150793,The Greenlight Charity,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044198,GB-CHC-1141987,Be Child Cancer Aware,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044207,GB-CHC-1108210,The Sheila Mckechnie Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044246,GB-CHC-1110522,The Trussell Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044260,GB-CHC-1139869,Sarcoma UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044263,GB-CHC-1168051,Sports Chaplaincy UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044299,GB-CHC-1152560,The Royal Air Force Central Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044341,GB-CHC-229229,The Florence Nightingale Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044347,GB-CHC-1110621,Campaign Against Living Miserably,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044360,GB-CHC-259194,Henry George Foundation of Great Britain,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044368,GB-CHC-1111816,The Cure Parkinson's Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044385,GB-CHC-1153856,School Angel,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044387,GB-CHC-1067331,Children's Liver Disease Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044434,GB-CHC-1124533,Medical Detection Dogs,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044437,GB-CHC-1150611,Centric Community Projects Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044467,GB-CHC-1147330,The Silver Line Helpline,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044475,GB-CHC-1105585,Mohiuddin Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044490,GB-CHC-1123658,Kids in Museums,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044510,GB-CHC-233705,The Medicalert Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044530,GB-CHC-1128648,New Borderline,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044535,GB-CHC-1137652,Multiple System Atrophy Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044606,GB-CHC-1139817,Redeeming Our Communities,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044614,GB-CHC-1045348,Afghanaid,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044634,GB-CHC-1089588,Children Living with Inherited Metabolic Diseases,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044642,GB-CHC-1114634,Brainstrust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044647,GB-CHC-1148667,The Campbell Burns Metabolic Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044682,GB-CHC-1093980,Carplus Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044685,GB-CHC-1128723,Polymyalgia Rheumatica and Giant Cell Arteritis UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044690,GB-CHC-1150833,The Douglas Haig Fellowship,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044702,GB-CHC-1111304,Alopecia UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044707,GB-CHC-1151436,The Conversation Trust (Uk) Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044708,GB-CHC-1154100,Bethel Sozo UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044732,GB-CHC-1149579,Save Our Soldier,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044757,GB-CHC-1146454,Kartforce,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044850,GB-CHC-249877,The British Ornithologists' Union,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044852,GB-CHC-283670,Development Studies Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044875,GB-CHC-264289,Citb,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044876,GB-CHC-1156629,Rnib Charity,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044892,GB-CHC-1117303,Dreamflight,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044921,GB-CHC-1156700,The Home Instead Senior Care Bring Joy Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044940,GB-CHC-1088739,The Art Room (Oxford),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044969,GB-CHC-1085021,The Operation Henry Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044984,GB-CHC-1120920,Help for Heroes,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045004,GB-CHC-1154851,The Pathological Society of Great Britain and Ireland,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045010,GB-CHC-289600,Wellchild,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045011,GB-CHC-1048007,Link Community Development International,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045048,GB-CHC-1081688,Picker Institute Europe,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045051,GB-CHC-1078790,The Neurofibromatosis Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045059,GB-CHC-1077216,Compassion UK Christian Child Development,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045070,GB-CHC-1068911,Redwings Horse Sanctuary,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045081,GB-CHC-1150054,The Brain Tumour Charity,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045082,GB-CHC-1078391,Forward Housing SW,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045086,GB-CHC-1148115,Facial Palsy UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045094,GB-CHC-1135601,Solving Kids' Cancer Europe,sameas,Charity Registered in Scotland and England & Wales
